Day,Muscle Mass,Anabolic Hormone,Catabolic Hormone
174,4.19,199.30,234.92
175,4.18,191.90,226.58
176,4.16,184.56,218.30
177,4.15,199.24,232.56
178,4.13,191.82,224.23
179,4.12,184.47,215.96
180,4.11,199.13,230.09
181,4.10,191.71,221.77
182,4.08,184.34,213.50
183,4.07,198.89,227.32
184,4.06,191.46,219.01
185,4.05,184.08,210.76
186,4.04,198.95,224.99
187,4.03,191.50,216.69
188,4.02,184.12,208.45
189,4.01,198.60,222.09
190,4.00,191.15,213.81
191,3.99,183.75,205.59
192,3.98,198.52,219.06
193,3.97,191.06,210.79
194,3.96,183.67,202.58
195,3.96,198.56,216.13
196,3.95,191.09,207.88
197,3.94,183.69,199.69
198,3.94,198.66,213.57
199,3.93,191.19,205.33
200,3.92,183.77,197.16
201,3.92,198.32,210.59
202,3.91,190.85,202.38
203,3.91,183.43,194.23
204,3.91,197.97,206.93
205,3.90,190.49,198.74
206,3.90,183.08,190.62
207,3.90,198.43,203.99
208,3.89,190.95,195.83
209,3.89,183.53,187.73
210,3.89,198.15,200.68
211,3.89,190.67,192.55
212,3.89,183.25,184.48
213,3.89,198.10,197.71
214,3.89,190.61,189.60
215,3.89,183.19,181.56
216,3.89,198.27,195.02
217,3.90,190.79,186.93
218,3.90,183.37,178.91
219,3.90,198.66,192.99
220,3.90,191.17,184.92
221,3.91,183.75,176.93
222,3.91,198.24,190.16
223,3.91,190.77,182.12
224,3.92,183.36,174.16
225,3.92,198.23,187.71
226,3.93,190.76,179.70
227,3.93,183.35,171.77
228,3.94,198.43,185.30
229,3.95,190.97,177.31
230,3.95,183.57,169.40
231,3.96,198.71,183.62
232,3.97,191.25,175.65
233,3.98,183.85,167.77
234,3.98,198.58,181.39
235,3.99,191.13,173.45
236,4.00,183.75,165.59
237,4.01,198.70,179.65
238,4.02,191.26,171.74
239,4.03,183.88,163.91
240,4.04,198.84,178.30
241,4.05,191.40,170.41
242,4.06,184.04,162.60
243,4.07,198.66,176.49
244,4.08,191.24,168.63
245,4.09,183.89,160.85
246,4.11,198.79,175.61
247,4.12,191.38,167.76
248,4.13,184.04,160.00
249,4.14,198.94,174.77
250,4.15,191.54,166.94
251,4.16,184.21,159.20
252,4.18,199.15,174.25
253,4.19,191.76,166.43
254,4.20,184.44,158.70
255,4.21,199.36,173.94
256,4.23,191.98,166.14
257,4.24,184.67,158.43
258,4.25,199.48,174.32
259,4.26,192.11,166.53
260,4.28,184.81,158.82
261,4.29,199.23,174.39
262,4.30,191.87,166.60
263,4.31,184.58,158.90
264,4.33,199.40,175.17
265,4.34,192.05,167.38
266,4.35,184.77,159.68
267,4.36,199.72,176.14
268,4.37,192.38,168.36
269,4.39,185.11,160.65
270,4.40,199.73,177.51
271,4.41,192.40,169.72
272,4.42,185.14,162.01
273,4.43,199.72,178.68
274,4.44,192.41,170.89
275,4.45,185.16,163.17
276,4.46,199.71,179.58
277,4.47,192.41,171.78
278,4.48,185.16,164.06
279,4.49,199.61,180.18
280,4.50,192.31,172.38
281,4.51,185.08,164.67
282,4.52,199.65,181.61
283,4.52,192.36,173.81
284,4.53,185.13,166.08
285,4.54,199.68,183.38
286,4.55,192.39,175.57
287,4.56,185.17,167.83
288,4.57,199.62,184.31
289,4.57,192.35,176.49
290,4.58,185.14,168.75
291,4.59,199.84,186.29
292,4.59,192.57,178.46
293,4.60,185.36,170.71
294,4.61,199.64,187.34
295,4.61,192.37,179.51
296,4.62,185.17,171.75
297,4.62,199.74,188.77
298,4.63,192.48,180.93
299,4.64,185.28,173.16
300,4.64,199.89,190.78
301,4.64,192.63,182.92
302,4.65,185.44,175.14
303,4.65,199.53,190.95
304,4.66,192.28,183.09
305,4.66,185.09,175.30
306,4.67,199.90,193.09
307,4.67,192.65,185.21
308,4.67,185.47,177.41
309,4.67,199.81,194.30
310,4.68,192.57,186.42
311,4.68,185.38,178.61
312,4.68,199.61,194.75
313,4.69,192.37,186.87
314,4.69,185.19,179.05
315,4.69,199.78,197.16
316,4.69,192.53,189.25
317,4.69,185.35,181.42
318,4.69,199.66,199.12
319,4.69,192.43,191.20
320,4.69,185.25,183.35
321,4.69,199.63,200.37
322,4.69,192.39,192.44
323,4.69,185.21,184.58
324,4.69,199.71,202.25
325,4.69,192.47,194.30
326,4.69,185.29,186.42
327,4.69,199.85,204.79
328,4.69,192.60,196.82
329,4.69,185.42,188.92
330,4.68,199.72,206.26
331,4.68,192.48,198.28
332,4.68,185.30,190.36
333,4.68,199.81,207.84
334,4.67,192.57,199.84
335,4.67,185.38,191.91
336,4.67,199.93,209.98
337,4.66,192.68,201.96
338,4.66,185.49,194.01
339,4.65,199.67,210.66
340,4.65,192.42,202.64
341,4.64,185.23,194.68
342,4.64,199.63,211.27
343,4.63,192.38,203.24
344,4.63,185.18,195.27
345,4.62,199.87,212.65
346,4.62,192.61,204.60
347,4.61,185.41,196.62
348,4.61,199.80,214.01
349,4.60,192.54,205.95
350,4.60,185.34,197.95
351,4.59,199.81,215.03
352,4.58,192.55,206.95
353,4.58,185.34,198.94
354,4.57,199.72,215.96
355,4.56,192.45,207.88
356,4.56,185.24,199.86
357,4.55,199.77,216.87
358,4.54,192.49,208.78
359,4.54,185.27,200.74
360,4.53,199.77,216.92
361,4.52,192.49,208.82
362,4.52,185.27,200.78
363,4.51,199.63,217.45
364,4.50,192.34,209.34
365,4.49,185.12,201.29
