Day,Muscle Mass,Anabolic Hormone,Catabolic Hormone
75,6.83,163.92,80.52
76,6.85,156.91,74.02
77,6.87,149.98,67.68
78,6.88,143.13,61.50
79,6.90,136.37,55.72
80,6.92,169.69,81.44
81,6.94,162.63,74.94
82,6.96,155.65,68.58
83,6.98,148.75,62.39
84,6.99,141.93,56.39
85,7.01,175.90,82.65
86,7.03,168.80,76.13
87,7.05,161.77,69.76
88,7.07,154.82,63.55
89,7.09,147.95,57.55
90,7.10,182.41,84.36
91,7.12,175.26,77.81
92,7.14,168.18,71.42
93,7.16,161.18,65.18
94,7.18,154.25,59.10
95,7.20,188.15,85.53
96,7.22,180.96,78.98
97,7.23,173.84,72.56
98,7.25,166.79,66.31
99,7.27,159.82,60.22
100,7.29,194.42,88.01
101,7.31,187.18,81.41
102,7.33,180.02,74.95
103,7.35,172.92,68.64
104,7.36,165.90,62.50
105,7.38,197.19,89.15
106,7.40,189.94,82.54
107,7.42,182.76,76.07
108,7.44,175.66,69.75
109,7.46,168.62,63.59
110,7.48,197.51,89.47
111,7.50,190.28,82.86
112,7.52,183.11,76.40
113,7.53,176.02,70.10
114,7.55,168.99,64.01
115,7.57,198.31,91.61
116,7.59,191.09,84.98
117,7.61,183.93,78.48
118,7.63,176.84,72.13
119,7.65,169.82,65.93
120,7.67,198.75,92.82
121,7.69,191.53,86.17
122,7.71,184.38,79.66
123,7.72,177.30,73.29
124,7.74,170.30,67.07
125,7.76,199.00,94.86
126,7.78,191.79,88.18
127,7.80,184.66,81.64
128,7.82,177.59,75.24
129,7.84,170.59,68.98
130,7.86,199.13,96.84
131,7.88,191.94,90.13
132,7.90,184.82,83.56
133,7.91,177.76,77.13
134,7.93,170.77,70.84
135,7.95,199.52,99.32
136,7.97,192.34,92.59
137,7.99,185.23,85.97
138,8.01,178.18,79.50
139,8.03,171.21,73.17
140,8.05,199.31,101.39
141,8.07,192.14,94.63
142,8.09,185.04,87.99
143,8.11,178.01,81.49
144,8.13,171.05,75.12
145,8.15,199.54,104.66
146,8.17,192.38,97.84
147,8.19,185.30,91.15
148,8.21,178.28,84.60
149,8.22,171.33,78.17
150,8.25,199.49,107.43
151,8.27,192.35,100.58
152,8.28,185.27,93.85
153,8.30,178.27,87.25
154,8.32,171.33,80.79
155,8.34,199.59,110.00
156,8.36,192.46,103.11
157,8.38,185.40,96.35
158,8.40,178.41,89.71
159,8.42,171.48,83.21
160,8.44,199.53,113.10
161,8.46,192.42,106.18
162,8.48,185.37,99.37
163,8.50,178.39,92.69
164,8.52,171.48,86.13
165,8.54,199.37,115.22
166,8.56,192.27,108.27
167,8.58,185.24,101.44
168,8.60,178.28,94.73
169,8.62,171.38,88.14
170,8.64,199.71,118.49
171,8.66,192.62,111.50
172,8.68,185.60,104.63
173,8.70,178.64,97.87
174,8.72,171.75,91.24
175,8.74,199.34,120.57
176,8.76,192.27,113.57
177,8.78,185.26,106.67
178,8.80,178.32,99.89
179,8.82,171.45,93.23
180,8.85,199.75,124.28
181,8.87,192.69,117.23
182,8.89,185.69,110.29
183,8.91,178.76,103.45
184,8.93,171.90,96.74
185,8.95,199.41,126.25
186,8.97,192.37,119.17
187,8.99,185.38,112.21
188,9.01,178.47,105.36
189,9.03,171.62,98.62
190,9.05,199.58,129.57
191,9.07,192.54,122.46
192,9.09,185.57,115.46
193,9.11,178.66,108.56
194,9.13,171.83,101.78
195,9.15,199.72,132.27
196,9.17,192.70,125.13
197,9.20,185.74,118.10
198,9.22,178.85,111.18
199,9.24,172.02,104.36
200,9.26,199.07,134.31
201,9.28,192.06,127.16
202,9.30,185.12,120.11
203,9.32,178.24,113.16
204,9.34,171.44,106.33
205,9.36,199.25,136.31
206,9.38,192.25,129.14
207,9.40,185.32,122.07
208,9.42,178.46,115.11
209,9.44,171.66,108.25
210,9.47,199.60,138.70
211,9.49,192.61,131.51
212,9.51,185.69,124.41
213,9.53,178.83,117.42
214,9.55,172.05,110.54
215,9.57,199.74,142.44
216,9.59,192.77,135.21
217,9.61,185.86,128.07
218,9.63,179.01,121.04
219,9.65,172.24,114.11
220,9.68,199.54,145.11
221,9.70,192.58,137.85
222,9.72,185.69,130.69
223,9.74,178.86,123.63
224,9.76,172.09,116.67
225,9.78,199.69,148.02
226,9.80,192.74,140.74
227,9.82,185.85,133.55
228,9.84,179.03,126.46
229,9.86,172.28,119.47
230,9.89,199.74,151.36
231,9.91,192.80,144.05
232,9.93,185.93,136.83
233,9.95,179.12,129.71
234,9.97,172.38,122.68
235,9.99,199.47,153.27
236,10.01,192.54,145.94
237,10.03,185.68,138.71
238,10.05,178.89,131.57
239,10.07,172.16,124.53
240,10.09,199.77,157.82
241,10.11,192.86,150.45
242,10.13,186.00,143.17
243,10.16,179.22,135.98
244,10.18,172.50,128.89
245,10.19,199.62,160.87
246,10.21,192.72,153.48
247,10.23,185.88,146.17
248,10.25,179.10,138.95
249,10.27,172.39,131.82
250,10.29,199.57,164.63
251,10.31,192.67,157.20
252,10.33,185.84,149.86
253,10.34,179.08,142.60
254,10.36,172.38,135.44
255,10.38,199.74,168.37
256,10.39,192.85,160.91
257,10.41,186.03,153.53
258,10.43,179.27,146.24
259,10.44,172.58,139.04
260,10.46,199.90,171.86
261,10.47,193.02,164.36
262,10.48,186.21,156.95
263,10.50,179.46,149.62
264,10.52,172.77,142.38
265,10.53,199.80,175.90
266,10.54,192.93,168.36
267,10.55,186.13,160.91
268,10.56,179.38,153.55
269,10.58,172.70,146.27
270,10.59,199.66,178.42
271,10.60,192.80,170.87
272,10.61,186.00,163.40
273,10.62,179.26,156.01
274,10.63,172.59,148.70
275,10.64,199.81,180.93
276,10.65,192.95,173.36
277,10.66,186.15,165.87
278,10.67,179.42,158.45
279,10.68,172.75,151.12
280,10.69,199.71,184.53
281,10.69,192.86,176.93
282,10.70,186.07,169.40
283,10.71,179.34,161.95
284,10.72,172.68,154.58
285,10.72,199.95,188.07
286,10.73,193.10,180.43
287,10.74,186.31,172.87
288,10.74,179.58,165.38
289,10.75,172.92,157.98
290,10.75,199.84,191.00
291,10.76,192.99,183.34
292,10.76,186.21,175.75
293,10.77,179.48,168.24
294,10.77,172.83,160.81
295,10.78,199.78,194.49
296,10.78,192.94,186.79
297,10.78,186.15,179.17
298,10.79,179.43,171.63
299,10.79,172.78,164.16
300,10.79,199.63,197.23
301,10.79,192.78,189.52
302,10.79,186.01,181.87
303,10.80,179.29,174.30
304,10.80,172.64,166.81
305,10.80,199.85,201.33
306,10.80,193.01,193.58
307,10.80,186.23,185.89
308,10.80,179.51,178.28
309,10.80,172.86,170.75
310,10.80,199.75,203.73
311,10.80,192.91,195.96
312,10.80,186.13,188.25
313,10.80,179.41,180.62
314,10.80,172.76,173.06
315,10.79,199.50,205.41
316,10.79,192.66,197.62
317,10.79,185.88,189.89
318,10.79,179.17,182.24
319,10.79,172.51,174.67
320,10.78,199.54,206.36
321,10.78,192.69,198.56
322,10.78,185.91,190.83
323,10.78,179.20,183.17
324,10.77,172.54,175.58
325,10.77,199.57,207.95
326,10.77,192.73,200.13
327,10.77,185.94,192.38
328,10.76,179.23,184.71
329,10.76,172.57,177.10
330,10.76,199.67,209.49
331,10.75,192.83,201.65
332,10.75,186.04,193.89
333,10.75,179.32,186.20
334,10.74,172.66,178.58
335,10.74,199.65,210.99
336,10.73,192.80,203.15
337,10.73,186.02,195.37
338,10.73,179.29,187.66
339,10.72,172.63,180.03
340,10.72,199.72,213.26
341,10.71,192.87,205.39
342,10.71,186.08,197.59
343,10.70,179.35,189.86
344,10.70,172.69,182.21
345,10.69,199.70,213.92
346,10.68,192.85,206.04
347,10.68,186.05,198.23
348,10.67,179.33,190.50
349,10.67,172.66,182.83
350,10.66,199.81,216.00
351,10.65,192.96,208.11
352,10.65,186.16,200.28
353,10.64,179.43,192.52
354,10.64,172.76,184.83
355,10.63,199.71,217.15
356,10.62,192.85,209.25
357,10.62,186.05,201.41
358,10.61,179.32,193.63
359,10.60,172.65,185.93
360,10.59,199.72,218.65
361,10.59,192.86,210.73
362,10.58,186.06,202.87
363,10.57,179.32,195.08
364,10.57,172.65,187.37
365,10.56,199.85,220.15
366,10.55,192.99,212.22
367,10.54,186.18,204.34
368,10.53,179.43,196.54
369,10.52,172.75,188.81
370,10.52,199.62,221.07
371,10.51,192.75,213.12
372,10.50,185.94,205.24
373,10.49,179.19,197.42
374,10.48,172.51,189.67
375,10.47,199.60,220.85
376,10.46,192.73,212.89
377,10.46,185.92,205.01
378,10.45,179.17,197.19
379,10.44,172.48,189.44
380,10.43,199.81,221.78
381,10.42,192.94,213.82
382,10.41,186.12,205.92
383,10.40,179.36,198.09
384,10.40,172.66,190.33
385,10.39,199.89,222.90
386,10.38,193.01,214.93
387,10.37,186.18,207.02
388,10.36,179.42,199.17
389,10.35,172.72,191.40
390,10.34,199.53,222.16
391,10.33,192.64,214.19
392,10.32,185.82,206.28
393,10.31,179.05,198.44
394,10.30,172.35,190.67
395,10.30,199.70,222.90
396,10.29,192.80,214.92
397,10.28,185.97,207.00
398,10.27,179.20,199.15
399,10.26,172.49,191.37
400,10.25,199.77,223.73
401,10.24,192.87,215.74
402,10.23,186.03,207.81
403,10.22,179.25,199.95
404,10.21,172.54,192.16
405,10.20,199.60,223.58
406,10.19,192.70,215.58
407,10.18,185.86,207.65
408,10.17,179.08,199.79
409,10.16,172.36,191.99
410,10.15,199.21,221.96
411,10.14,192.31,213.97
412,10.13,185.47,206.05
413,10.13,178.68,198.19
414,10.12,171.97,190.41
415,10.11,199.77,222.27
416,10.10,192.86,214.27
417,10.09,186.00,206.34
418,10.08,179.21,198.48
419,10.07,172.48,190.69
420,10.06,199.80,223.43
421,10.05,192.88,215.42
422,10.04,186.02,207.48
423,10.03,179.23,199.60
424,10.02,172.49,191.80
425,10.02,199.65,223.50
426,10.01,192.72,215.49
427,10.00,185.86,207.54
428,9.99,179.06,199.66
429,9.98,172.32,191.85
430,9.97,199.59,222.65
431,9.96,192.67,214.64
432,9.95,185.80,206.70
433,9.94,178.99,198.82
434,9.93,172.25,191.02
435,9.92,199.71,221.16
436,9.91,192.78,213.16
437,9.91,185.91,205.23
438,9.90,179.09,197.36
439,9.89,172.35,189.56
440,9.88,199.70,220.60
441,9.87,192.76,212.60
442,9.86,185.88,204.67
443,9.85,179.07,196.80
444,9.85,172.32,189.01
445,9.84,199.80,220.93
446,9.83,192.86,212.93
447,9.82,185.97,204.98
448,9.81,179.15,197.11
449,9.80,172.40,189.31
450,9.80,199.52,220.70
451,9.79,192.58,212.69
452,9.78,185.69,204.74
453,9.77,178.87,196.87
454,9.76,172.11,189.07
455,9.75,199.90,220.92
456,9.75,192.95,212.90
457,9.74,186.05,204.95
458,9.73,179.22,197.07
459,9.72,172.45,189.26
460,9.71,199.72,220.53
461,9.70,192.76,212.51
462,9.70,185.86,204.56
463,9.69,179.03,196.68
464,9.68,172.26,188.87
465,9.67,199.61,220.89
466,9.66,192.64,212.87
467,9.65,185.74,204.91
468,9.64,178.91,197.03
469,9.64,172.13,189.21
470,9.63,199.44,218.59
471,9.62,192.48,210.58
472,9.61,185.57,202.64
473,9.61,178.73,194.77
474,9.60,171.96,186.97
475,9.59,199.49,217.64
476,9.58,192.52,209.64
477,9.58,185.62,201.70
478,9.57,178.77,193.84
479,9.56,171.99,186.04
480,9.56,199.66,215.95
481,9.55,192.69,207.95
482,9.54,185.77,200.03
483,9.54,178.92,192.18
484,9.53,172.14,184.40
485,9.52,199.53,214.69
486,9.52,192.55,206.71
487,9.51,185.63,198.79
488,9.51,178.78,190.95
489,9.50,171.99,183.18
490,9.50,199.72,213.27
491,9.49,192.74,205.30
492,9.48,185.82,197.39
493,9.48,178.96,189.56
494,9.48,172.16,181.80
495,9.47,199.74,212.10
496,9.46,192.75,204.14
497,9.46,185.83,196.24
498,9.46,178.97,188.41
499,9.45,172.17,180.66
500,9.45,199.76,211.44
501,9.44,192.77,203.48
502,9.44,185.84,195.58
503,9.43,178.98,187.76
504,9.43,172.18,180.01
505,9.43,199.57,209.57
506,9.42,192.58,201.62
507,9.42,185.65,193.74
508,9.41,178.79,185.93
509,9.41,171.99,178.20
510,9.41,199.49,208.85
511,9.40,192.50,200.90
512,9.40,185.57,193.03
513,9.40,178.71,185.22
514,9.39,171.91,177.50
515,9.39,199.85,208.59
516,9.39,192.85,200.64
517,9.38,185.92,192.77
518,9.38,179.05,184.97
519,9.38,172.24,177.24
520,9.38,199.34,207.15
521,9.37,192.35,199.22
522,9.37,185.41,191.36
523,9.37,178.55,183.57
524,9.37,171.74,175.86
525,9.36,199.75,207.10
526,9.36,192.75,199.17
527,9.36,185.82,191.31
528,9.35,178.94,183.52
529,9.35,172.14,175.80
530,9.35,199.86,206.77
531,9.35,192.86,198.84
532,9.34,185.92,190.98
533,9.34,179.05,183.19
534,9.34,172.24,175.48
535,9.34,199.78,206.71
536,9.34,192.78,198.78
537,9.33,185.84,190.92
538,9.33,178.96,183.13
539,9.33,172.15,175.42
540,9.33,199.80,206.21
541,9.32,192.80,198.28
542,9.32,185.86,190.42
543,9.32,178.98,182.64
544,9.32,172.17,174.93
545,9.32,199.64,205.33
546,9.31,192.64,197.41
547,9.31,185.70,189.56
548,9.31,178.82,181.78
549,9.31,172.01,174.08
550,9.31,199.79,204.64
551,9.31,192.79,196.72
552,9.31,185.84,188.88
553,9.30,178.96,181.11
554,9.30,172.15,173.41
555,9.30,199.70,202.56
556,9.30,192.69,194.66
557,9.30,185.75,186.84
558,9.30,178.87,179.09
559,9.30,172.06,171.41
560,9.30,199.68,201.85
561,9.30,192.67,193.96
562,9.30,185.73,186.14
563,9.30,178.85,178.39
564,9.30,172.04,170.73
565,9.30,199.67,200.36
566,9.30,192.66,192.48
567,9.30,185.72,184.68
568,9.30,178.84,176.95
569,9.30,172.03,169.30
570,9.30,199.80,200.25
571,9.30,192.79,192.37
572,9.30,185.85,184.56
573,9.31,178.97,176.84
574,9.31,172.16,169.19
575,9.31,199.47,199.27
576,9.31,192.47,191.41
577,9.31,185.53,183.61
578,9.31,178.65,175.89
579,9.31,171.84,168.25
580,9.31,199.77,199.67
581,9.31,192.77,191.80
582,9.31,185.83,184.01
583,9.31,178.95,176.28
584,9.32,172.14,168.64
585,9.32,199.56,198.29
586,9.32,192.56,190.44
587,9.32,185.62,182.65
588,9.32,178.74,174.94
589,9.32,171.93,167.32
590,9.32,199.52,197.70
591,9.33,192.52,189.85
592,9.33,185.58,182.07
593,9.33,178.71,174.37
594,9.33,171.90,166.75
595,9.33,199.68,197.44
596,9.33,192.68,189.59
597,9.34,185.74,181.82
598,9.34,178.86,174.12
599,9.34,172.06,166.50
600,9.34,199.62,197.86
